OTU_ID,April_150m_DNA,July_DCM_DNA,April_890m_DNA,Oct_DCM_DNA,Oct_150m_DNA,July_150m_DNA,April_150m_cDNA,July_150m_cDNA,Jan_DCM_DNA,Jan_150m_DNA,April_CAT_DNA,April_5m_DNA,July_POLA_DNA,July_CAT_DNA,July_5m_DNA,April_5m_cDNA,July_CAT_cDNA,July_5m_cDNA,Oct_CAT_DNA,April_CAT_cDNA,Oct_POLA_DNA,Oct_5m_DNA,Oct_CAT_cDNA,Oct_5m_cDNA,Jan_CAT_DNA,Jan_5m_DNA,Jan_POLA_DNA,Jan_5m_cDNA,April_DCM_DNA,Jan_CAT_cDNA,July_DCM_cDNA,April_DCM_cDNA,Oct_150m_cDNA,Jan_DCM_cDNA,Jan_150m_cDNA,April_POLA_cDNA,July_POLA_cDNA,April_POLA_DNA,Oct_POLA_cDNA,Jan_POLA_cDNA,July_890m_DNA,July_890m_cDNA,Oct_DCM_cDNA,Jan_890m_DNA,Jan_890m_cDNA,Oct_890m_DNA,Oct_890m_cDNA,April_890m_cDNA,taxonomy
New.CleanUp.ReferenceOTU5568,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae
New.CleanUp.ReferenceOTU5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon
New.CleanUp.ReferenceOTU5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Cryptophyceae; __Cryptomonadales; __Teleaulax; __; __
New.CleanUp.ReferenceOTU5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Cercozoa; __Thecofilosea; __Cryomonadida; __Protaspa
New.CleanUp.ReferenceOTU5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,Eukaryota; __Stramenopiles; __Diatomea; __Bacillariophytina; __Bacillariophyceae
New.CleanUp.ReferenceOTU5582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae
New.CleanUp.ReferenceOTU5584,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Oligohymenophorea; __uncultured
New.CleanUp.ReferenceOTU5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
New.CleanUp.ReferenceOTU5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
New.CleanUp.ReferenceOTU5590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
New.CleanUp.ReferenceOTU5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
New.CleanUp.ReferenceOTU5602,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Choreotrichia
New.CleanUp.ReferenceOTU5610,0,0,0,0,0,0,17,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,0,0,0,0,2,0,0,5,0,0,3,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Oligohymenophorea; __uncultured
New.CleanUp.ReferenceOTU5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata
New.CleanUp.ReferenceOTU5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Arthropoda; __Maxillopoda; __; __
New.CleanUp.ReferenceOTU5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
New.CleanUp.ReferenceOTU5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __Chrysochromulina; __
New.CleanUp.ReferenceOTU5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Chrysophyceae; __E222; __; __
New.CleanUp.ReferenceOTU5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Holozoa; __Choanomonada; __Acanthoecida; __Diaphanoeca; __
New.CleanUp.ReferenceOTU5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales
New.CleanUp.ReferenceOTU5636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Urochordata; __Ascidiacea; __; __
New.CleanUp.ReferenceOTU5646,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
New.CleanUp.ReferenceOTU5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia
New.CleanUp.ReferenceOTU5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Arthropoda; __Maxillopoda; __; __
New.CleanUp.ReferenceOTU5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Chloroplastida; __Mamiellophyceae; __Ostreococcus; __; __
New.CleanUp.ReferenceOTU5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon
New.CleanUp.ReferenceOTU5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota; __Stramenopiles; __Bolidomonas; __; __; __
New.CleanUp.ReferenceOTU5689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae
New.CleanUp.ReferenceOTU5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __AI5F14RJ2A07; __
New.CleanUp.ReferenceOTU5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Chrysophyceae; __LG01-09; __; __
New.CleanUp.ReferenceOTU5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Arthropoda; __Maxillopoda; __; __
New.CleanUp.ReferenceOTU5701,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Arthropoda; __Maxillopoda; __; __
New.CleanUp.ReferenceOTU5702,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Dictyochophyceae; __; __; __
New.CleanUp.ReferenceOTU5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Cercozoa; __Silicofilosea; __Thaumatomonadida; __Thaumatomastix
New.CleanUp.ReferenceOTU5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __Chrysochromulina; __
New.CleanUp.ReferenceOTU5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __AI5F14RJ2A07; __
New.CleanUp.ReferenceOTU5741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,4,0,10,2,2,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Chloroplastida; __Mamiellophyceae; __Micromonas; __; __
New.CleanUp.ReferenceOTU5746,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
New.CleanUp.ReferenceOTU5752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __Strombidium
New.CleanUp.ReferenceOTU5755,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Cnidaria; __Hydrozoa; __; __
New.CleanUp.ReferenceOTU5762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae
New.CleanUp.ReferenceOTU5781,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Acantharea Group II; __
New.CleanUp.ReferenceOTU5792,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5793,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Choreotrichia; __Salpingella
New.CleanUp.ReferenceOTU5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __AI5F14RJ2A07; __
New.CleanUp.ReferenceOTU5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-4; __; __; __
New.CleanUp.ReferenceOTU5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
New.CleanUp.ReferenceOTU5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
New.CleanUp.ReferenceOTU5807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Protocruzia; __
New.CleanUp.ReferenceOTU5813,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
New.CleanUp.ReferenceOTU5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae
New.CleanUp.ReferenceOTU5841,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Mantamonas; __Incertae Sedis; __; __; __
New.CleanUp.ReferenceOTU5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Holozoa; __Choanomonada; __Acanthoecida; __Diaphanoeca; __
New.CleanUp.ReferenceOTU5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
New.CleanUp.ReferenceOTU5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
New.CleanUp.ReferenceOTU5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
New.CleanUp.ReferenceOTU5850,0,0,0,0,0,0,0,0,0,0,0,2,4,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Eukaryota; __Alveolata
New.CleanUp.ReferenceOTU5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
New.CleanUp.ReferenceOTU5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __AI5F14RJ2A07; __
New.CleanUp.ReferenceOTU5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
New.CleanUp.ReferenceOTU5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Telonema; __Incertae Sedis; __; __; __
New.CleanUp.ReferenceOTU5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Dictyochophyceae; __NIF-1D10; __; __
New.CleanUp.ReferenceOTU5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
New.CleanUp.ReferenceOTU5893,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
New.CleanUp.ReferenceOTU5900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,Unassigned
New.CleanUp.ReferenceOTU5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
New.CleanUp.ReferenceOTU5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Pelagophyceae; __Pelagomonadales; __Aureococcus; __
New.CleanUp.ReferenceOTU5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-1; __MAST-1 B; __; __
New.CleanUp.ReferenceOTU5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Telonema; __Incertae Sedis; __; __; __
New.CleanUp.ReferenceOTU5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales
New.CleanUp.ReferenceOTU5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
New.CleanUp.ReferenceOTU5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __Strombidium
New.CleanUp.ReferenceOTU5929,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Arthropoda; __Maxillopoda; __; __
New.CleanUp.ReferenceOTU5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Arthracanthida
New.CleanUp.ReferenceOTU5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Erythropsidinium
New.CleanUp.ReferenceOTU5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Chloroplastida; __Chlorophyceae; __Chlamydomonas; __; __
New.CleanUp.ReferenceOTU5935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
