source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,ref_code,obs_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method,env_package
EMOBON_NRMCB_Wa_211221_3um_2,EMOBON_NRMCBWa_20211221_3um_2,EMOBON metagenome water sample from station NRMCB collected on 2021-12-21 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-21,NRMCB_Wa_211221,Raffaella Casotti,0000-0002-9876-4601,no_tide,0.0,2,5.0,3.0,3-200,3.0,200.0,1.0,Niskin,Wa SOP1,,2021-12-21,Casotti minus80,-80.0,Casotti,,Anna Chiara Trano,,False,2022-02-09,2022-02-10,-70.0,2022-02-22,2022-02-23,,,,EMOBON00233,NRMCB,0.39,spectrofluorometry,16.116,CTD SBE911plusV2,16.7041,CTD SBE911plusV2,37.9033,CTD SBE911plusV2,37.9044,CTD SBE911plusV2,,,0.66,segmented continuous-flow autoanalyzer,,,,,,47.8943,CTD SBE911plusV2,27.8143,CTD SBE911plusV2,,,,,,,,,,,4.929,SBE 43,,,1.07,segmented continuous-flow autoanalyzer,0.29,segmented continuous-flow autoanalyzer,phytoplankton: 3.19E+05; diatoms: 9.22E+03; dinoflagellates: 4.35E+04; coccolitrophores: 4.48E+04; other flagellates: 2.21E+05,phytoplankton: Utermöhl (Phytoplankton) Sedimentation Chamber; diatoms: Utermöhl (Phytoplankton) Sedimentation Chamber; dinoflagellates: Utermöhl (Phytoplankton) Sedimentation Chamber; coccolithophores: Utermöhl (Phytoplankton) Sedimentation Chamber; other flagellates: Utermöhl (Phytoplankton) Sedimentation Chamber,8.287,SBE27,,,,,,,0.15,spectrofluorometry,0.05,segmented continuous-flow autoanalyzer,0.587,this is not pigments but fluorescense. WetLabs ECO-FL,,,,,2.06,segmented continuous-flow autoanalyzer,,,,,0.3294,Turner Cyclops 7 turb,,,water_column
EMOBON_NRMCB_Wa_211221_0.2um_1,EMOBON_NRMCBWa_20211221_0.22um_1,EMOBON metagenome water sample from station NRMCB collected on 2021-12-21 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-21,NRMCB_Wa_211221,Raffaella Casotti,0000-0002-9876-4601,no_tide,0.0,1,5.0,3.0,0.2-3,0.2,3.0,1.0,Niskin,Wa SOP1,,2021-12-21,Casotti minus80,-80.0,Casotti,,Anna Chiara Trano,,False,2022-02-09,2022-02-10,-70.0,2022-02-22,2022-02-23,,,,EMOBON00234,NRMCB,0.39,spectrofluorometry,16.116,CTD SBE911plusV2,16.7041,CTD SBE911plusV2,37.9033,CTD SBE911plusV2,37.9044,CTD SBE911plusV2,,,0.66,segmented continuous-flow autoanalyzer,,,,,,47.8943,CTD SBE911plusV2,27.8143,CTD SBE911plusV2,,,,,,,,,,,4.929,SBE 43,,,1.07,segmented continuous-flow autoanalyzer,0.29,segmented continuous-flow autoanalyzer,phytoplankton: 3.19E+05; diatoms: 9.22E+03; dinoflagellates: 4.35E+04; coccolitrophores: 4.48E+04; other flagellates: 2.21E+05,phytoplankton: Utermöhl (Phytoplankton) Sedimentation Chamber; diatoms: Utermöhl (Phytoplankton) Sedimentation Chamber; dinoflagellates: Utermöhl (Phytoplankton) Sedimentation Chamber; coccolithophores: Utermöhl (Phytoplankton) Sedimentation Chamber; other flagellates: Utermöhl (Phytoplankton) Sedimentation Chamber,8.287,SBE27,,,,,,,0.15,spectrofluorometry,0.05,segmented continuous-flow autoanalyzer,0.587,this is not pigments but fluorescense. WetLabs ECO-FL,,,,,2.06,segmented continuous-flow autoanalyzer,,,,,0.3294,Turner Cyclops 7 turb,,,water_column
EMOBON_NRMCB_Wa_211221_0.2um_2,EMOBON_NRMCBWa_20211221_0.22um_2,EMOBON metagenome water sample from station NRMCB collected on 2021-12-21 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-21,NRMCB_Wa_211221,Raffaella Casotti,0000-0002-9876-4601,no_tide,0.0,2,5.0,3.0,0.2-3,0.2,3.0,1.0,Niskin,Wa SOP1,,2021-12-21,Casotti minus80,-80.0,Casotti,,Anna Chiara Trano,,False,2022-02-09,2022-02-10,-70.0,2022-02-22,2022-02-23,,,,EMOBON00235,NRMCB,0.39,spectrofluorometry,16.116,CTD SBE911plusV2,16.7041,CTD SBE911plusV2,37.9033,CTD SBE911plusV2,37.9044,CTD SBE911plusV2,,,0.66,segmented continuous-flow autoanalyzer,,,,,,47.8943,CTD SBE911plusV2,27.8143,CTD SBE911plusV2,,,,,,,,,,,4.929,SBE 43,,,1.07,segmented continuous-flow autoanalyzer,0.29,segmented continuous-flow autoanalyzer,phytoplankton: 3.19E+05; diatoms: 9.22E+03; dinoflagellates: 4.35E+04; coccolitrophores: 4.48E+04; other flagellates: 2.21E+05,phytoplankton: Utermöhl (Phytoplankton) Sedimentation Chamber; diatoms: Utermöhl (Phytoplankton) Sedimentation Chamber; dinoflagellates: Utermöhl (Phytoplankton) Sedimentation Chamber; coccolithophores: Utermöhl (Phytoplankton) Sedimentation Chamber; other flagellates: Utermöhl (Phytoplankton) Sedimentation Chamber,8.287,SBE27,,,,,,,0.15,spectrofluorometry,0.05,segmented continuous-flow autoanalyzer,0.587,this is not pigments but fluorescense. WetLabs ECO-FL,,,,,2.06,segmented continuous-flow autoanalyzer,,,,,0.3294,Turner Cyclops 7 turb,,,water_column
EMOBON_AAOT_Wa_210622_3um_1,EMO BON AAOT Wa 210622 3um_1,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-22,AAOT_Wa_210622,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,1,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00048,AAOT,1.13,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,25.48,Seabird SBE 911plus CTD system,14.6,Seabird SBE 911plus CTD system,31.97,Seabird SBE 911plus CTD system,37.49,Seabird SBE 911plus CTD system,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,0.18,,,,,,,,,,,,,,0.09,,,,,,,,4.73,,,,,,1.48,,,,water_column
EMOBON_AAOT_Wa_210622_3um_2,EMO BON AAOT Wa 210622 3um_2,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-22,AAOT_Wa_210622,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,2,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00049,AAOT,1.13,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,25.48,Seabird SBE 911plus CTD system,14.6,Seabird SBE 911plus CTD system,31.97,Seabird SBE 911plus CTD system,37.49,Seabird SBE 911plus CTD system,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,0.18,,,,,,,,,,,,,,0.09,,,,,,,,4.73,,,,,,1.48,,,,water_column
EMOBON_AAOT_Wa_210622_0.2um_1,EMO BON AAOT Wa 210622 0.22um_1,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-22,AAOT_Wa_210622,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,1,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00050,AAOT,1.13,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,25.48,Seabird SBE 911plus CTD system,14.6,Seabird SBE 911plus CTD system,31.97,Seabird SBE 911plus CTD system,37.49,Seabird SBE 911plus CTD system,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,0.18,,,,,,,,,,,,,,0.09,,,,,,,,4.73,,,,,,1.48,,,,water_column
EMOBON_AAOT_Wa_210622_0.2um_2,EMO BON AAOT Wa 210622 0.22um_2,EMOBON metagenome water sample from station AAOT collected on 2021-06-22 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-06-22,AAOT_Wa_210622,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,2,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-06-22,"DeepFreezer No2, second shelf, drawer 1",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00051,AAOT,1.13,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,25.48,Seabird SBE 911plus CTD system,14.6,Seabird SBE 911plus CTD system,31.97,Seabird SBE 911plus CTD system,37.49,Seabird SBE 911plus CTD system,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,0.18,,,,,,,,,,,,,,0.09,,,,,,,,4.73,,,,,,1.48,,,,water_column
EMOBON_AAOT_Wa_210809_3um_1,EMO BON AAOT Wa 210809 3um_1,EMOBON metagenome water sample from station AAOT collected on 2021-08-09 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-09,AAOT_Wa_210809,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,1,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-08-09,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,True,low yields; seq library prep failed,,EMOBON00052,AAOT,0.08,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,26.16,Seabird SBE 911plus CTD system,19.02,Seabird SBE 911plus CTD system,35.57,Seabird SBE 911plus CTD system,37.73,Seabird SBE 911plus CTD system,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.01,,,,,,,,,,,,,,0.08,,,,,,,,0.08,,,,,,1.25,,,,water_column
EMOBON_AAOT_Wa_210809_3um_2,EMO BON AAOT Wa 210809 3um_2,EMOBON metagenome water sample from station AAOT collected on 2021-08-09 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-09,AAOT_Wa_210809,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,2,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-08-09,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00053,AAOT,0.08,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,26.16,Seabird SBE 911plus CTD system,19.02,Seabird SBE 911plus CTD system,35.57,Seabird SBE 911plus CTD system,37.73,Seabird SBE 911plus CTD system,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.01,,,,,,,,,,,,,,0.08,,,,,,,,0.08,,,,,,1.25,,,,water_column
EMOBON_AAOT_Wa_210809_0.2um_1,EMO BON AAOT Wa 210809 0.22um_1,EMOBON metagenome water sample from station AAOT collected on 2021-08-09 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-09,AAOT_Wa_210809,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,1,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-08-09,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00054,AAOT,0.08,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,26.16,Seabird SBE 911plus CTD system,19.02,Seabird SBE 911plus CTD system,35.57,Seabird SBE 911plus CTD system,37.73,Seabird SBE 911plus CTD system,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.01,,,,,,,,,,,,,,0.08,,,,,,,,0.08,,,,,,1.25,,,,water_column
EMOBON_AAOT_Wa_210809_0.2um_2,EMO BON AAOT Wa 210809 0.22um_2,EMOBON metagenome water sample from station AAOT collected on 2021-08-09 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-09,AAOT_Wa_210809,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,2,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-08-09,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2021-10-11,,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00055,AAOT,0.08,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,26.16,Seabird SBE 911plus CTD system,19.02,Seabird SBE 911plus CTD system,35.57,Seabird SBE 911plus CTD system,37.73,Seabird SBE 911plus CTD system,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water_column
EMOBON_AAOT_Wa_211015_3um_1,EMO BON AAOT Wa 211015 3um_1,EMOBON metagenome water sample from station AAOT collected on 2021-10-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-15,AAOT_Wa_211015,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,1,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-10-15,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00162,AAOT,0.23,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,18.21,Seabird SBE 911plus CTD system,18.75,Seabird SBE 911plus CTD system,36.4,Seabird SBE 911plus CTD system,37.34,Seabird SBE 911plus CTD system,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,0.64,,,,,,,,,,,,,,0.09,,,,,,,,2.91,,,,,,2.5,,,,water_column
EMOBON_AAOT_Wa_211015_3um_2,EMO BON AAOT Wa 211015 3um_2,EMOBON metagenome water sample from station AAOT collected on 2021-10-15 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-15,AAOT_Wa_211015,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,2,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-10-15,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00163,AAOT,0.23,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,18.21,Seabird SBE 911plus CTD system,18.75,Seabird SBE 911plus CTD system,36.4,Seabird SBE 911plus CTD system,37.34,Seabird SBE 911plus CTD system,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,0.64,,,,,,,,,,,,,,0.09,,,,,,,,2.91,,,,,,2.5,,,,water_column
EMOBON_AAOT_Wa_211015_0.2um_1,EMO BON AAOT Wa 211015 0.22um_1,EMOBON metagenome water sample from station AAOT collected on 2021-10-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-15,AAOT_Wa_211015,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,1,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-10-15,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00164,AAOT,0.23,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,18.21,Seabird SBE 911plus CTD system,18.75,Seabird SBE 911plus CTD system,36.4,Seabird SBE 911plus CTD system,37.34,Seabird SBE 911plus CTD system,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,0.64,,,,,,,,,,,,,,0.09,,,,,,,,2.91,,,,,,2.5,,,,water_column
EMOBON_AAOT_Wa_211015_0.2um_2,EMO BON AAOT Wa 211015 0.22um_2,EMOBON metagenome water sample from station AAOT collected on 2021-10-15 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-15,AAOT_Wa_211015,Mauro Bastianini,0000-0001-6758-4192,high_tide,1.0,2,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-10-15,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00165,AAOT,0.23,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,18.21,Seabird SBE 911plus CTD system,18.75,Seabird SBE 911plus CTD system,36.4,Seabird SBE 911plus CTD system,37.34,Seabird SBE 911plus CTD system,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,0.64,,,,,,,,,,,,,,0.09,,,,,,,,2.91,,,,,,2.5,,,,water_column
EMOBON_AAOT_Wa_211214_3um_1,EMO BON AAOT Wa 211214 3um_1,EMOBON metagenome water sample from station AAOT collected on 2021-12-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-14,AAOT_Wa_211214,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,1,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-12-14,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00166,AAOT,0.32,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,10.78,Seabird SBE 911plus CTD system,12.39,Seabird SBE 911plus CTD system,36.8,Seabird SBE 911plus CTD system,37.78,Seabird SBE 911plus CTD system,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,1.51,,,,,,,,,,,,,,0.11,,,,,,,,7.42,,,,,,2.2,,,,water_column
EMOBON_AAOT_Wa_211214_3um_2,EMO BON AAOT Wa 211214 3um_2,EMOBON metagenome water sample from station AAOT collected on 2021-12-14 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-14,AAOT_Wa_211214,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,2,5.0,1.5,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-12-14,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00167,AAOT,0.32,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,10.78,Seabird SBE 911plus CTD system,12.39,Seabird SBE 911plus CTD system,36.8,Seabird SBE 911plus CTD system,37.78,Seabird SBE 911plus CTD system,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,1.51,,,,,,,,,,,,,,0.11,,,,,,,,7.42,,,,,,2.2,,,,water_column
EMOBON_AAOT_Wa_211214_0.2um_1,EMO BON AAOT Wa 211214 0.22um_1,EMOBON metagenome water sample from station AAOT collected on 2021-12-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-14,AAOT_Wa_211214,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,1,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-12-14,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00168,AAOT,0.32,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,10.78,Seabird SBE 911plus CTD system,12.39,Seabird SBE 911plus CTD system,36.8,Seabird SBE 911plus CTD system,37.78,Seabird SBE 911plus CTD system,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,1.51,,,,,,,,,,,,,,0.11,,,,,,,,7.42,,,,,,2.2,,,,water_column
EMOBON_AAOT_Wa_211214_0.2um_2,EMO BON AAOT Wa 211214 0.22um_2,EMOBON metagenome water sample from station AAOT collected on 2021-12-14 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-14,AAOT_Wa_211214,Mauro Bastianini,0000-0001-6758-4192,flood_tide,1.0,2,5.0,1.5,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-12-14,"DeepFreezer No2, second shelf, drawer 2",-78.0,Mauro Bastianini,0000-0001-6758-4192,,,False,2022-01-12,,-70.0,2022-02-22,2022-02-23,False,,,EMOBON00169,AAOT,0.32,filtration on 0.2 um FG filters. extraction in acetone overnight. fluorimetric measurement,10.78,Seabird SBE 911plus CTD system,12.39,Seabird SBE 911plus CTD system,36.8,Seabird SBE 911plus CTD system,37.78,Seabird SBE 911plus CTD system,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,1.51,,,,,,,,,,,,,,0.11,,,,,,,,7.42,,,,,,2.2,,,,water_column
EMOBON_EMT21_Wa_210825_3um_1,EMO BON EMT21 Wa 210825 3um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-25,EMT21_Wa_210825,Jose González,0000-0003-1576-9819,ebb_tide,1.0,1,5.0,0.0,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-08-25,cryopreservation room,-80.0,Jose González,0000-0003-1576-9819,,,False,2021-10-11,2021-10-13,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00031,EMT21,0.549,Chlorophyll extraction,17.0,Hach probe,16.21,SBE_37ODO,35.08,Hach probe,35.46,SBE_37ODO,,,0.13,,,,,,,44.63,SBE_37ODO,,,,,,,,,,,,,7.439,SBE_37ODO,,,0.23,Segmented flow analysis,0.07,Segmented flow analysis,,,8.21,Hach probe,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,water_column
EMOBON_EMT21_Wa_210825_3um_2,EMO BON EMT21 Wa 210825 3um (2),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-25,EMT21_Wa_210825,Jose González,0000-0003-1576-9819,ebb_tide,1.0,2,5.0,0.0,3-200,3.0,200.0,1.0,Niskin,WaSOP 1,,2021-08-25,cryopreservation room,-80.0,Jose González,0000-0003-1576-9819,,,False,2021-10-11,2021-10-13,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00032,EMT21,0.549,Chlorophyll extraction,17.0,Hach probe,16.21,SBE_37ODO,35.08,Hach probe,35.46,SBE_37ODO,,,0.13,,,,,,,44.63,SBE_37ODO,,,,,,,,,,,,,7.439,SBE_37ODO,,,0.23,Segmented flow analysis,0.07,Segmented flow analysis,,,8.21,Hach probe,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,water_column
EMOBON_EMT21_Wa_210825_0.2um_1,EMO BON EMT21 Wa 210825 0.2um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-08-25 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-25,EMT21_Wa_210825,Jose González,0000-0003-1576-9819,ebb_tide,1.0,1,5.0,0.0,0.2-3,0.2,3.0,1.0,Niskin,WaSOP 1,,2021-08-25,cryopreservation room,-80.0,Jose González,0000-0003-1576-9819,,,False,2021-10-11,2021-10-13,-70.0,2021-11-24,2021-11-24,False,,,EMOBON00033,EMT21,0.549,Chlorophyll extraction,17.0,Hach probe,16.21,SBE_37ODO,35.08,Hach probe,35.46,SBE_37ODO,,,0.13,,,,,,,44.63,SBE_37ODO,,,,,,,,,,,,,7.439,SBE_37ODO,,,0.23,Segmented flow analysis,0.07,Segmented flow analysis,,,8.21,Hach probe,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,water_column
